AGE,GENDER,CITY,FOOD_TYPE,JOB,STATE,AGE GROUP
66,M,Baramulla,Thai,Government Job,Jammu,Senior Citizen
13,F,Meerut,Mughlai,Driver,Uttar Pradesh,Young
63,F,Una,Street Food,Government Job,Himachal Pradesh,Senior Citizen
64,F,Baramulla,Lebanese,Data Scientist,Jammu,Senior Citizen
51,F,Abohar,Lebanese,CA,Punjab,Working
55,F,Baramulla,Thai,MNC,Jammu,Working
36,M,Kullu,Lebanese,Service,Himachal Pradesh,Working
18,F,Baramulla,North Indian,Business,Jammu,Young
82,M,Kanpur,Lebanese,Bank,Uttar Pradesh,Senior Citizen
11,F,Lucknow,Punjabi,Teacher,Uttar Pradesh,Young
84,F,Lucknow,Italian,MNC,Uttar Pradesh,Senior Citizen
71,M,Faridabad,North Indian,Data Scientist,Haryana,Senior Citizen
56,M,Muzzafarpur,Italian,Service,Bihar,Working
49,M,Agra,Lebanese,MNC,Uttar Pradesh,Working
59,M,Dharamshala,Thai,Business,Himachal Pradesh,Working
57,F,Jaisalmer,Punjabi,Self Employed,Rajasthan,Working
51,M,Dharamshala,Mughlai,Bank,Himachal Pradesh,Working
44,M,Jalandhar,Street Food,Service,Punjab,Working
69,F,Gurgaon,Lebanese,Bank,Haryana,Senior Citizen
85,M,Patiala,Street Food,Self Employed,Punjab,Senior Citizen
70,F,Buxar,Thai,Bank,Bihar,Senior Citizen
75,F,Patiala,Chinese,Government Job,Punjab,Senior Citizen
22,F,Kanpur,Continental,Driver,Uttar Pradesh,Working
77,M,Dalhousie,Italian,Driver,Himachal Pradesh,Senior Citizen
35,F,Gurgaon,Street Food,CA,Haryana,Working
88,F,Bodh Gaya,Mughlai,Business,Bihar,Senior Citizen
68,F,Bathinda,Lebanese,Self Employed,Punjab,Senior Citizen
49,F,Khajjar,Lebanese,Service,Himachal Pradesh,Working
38,M,Jalandhar,Mughlai,Government Job,Punjab,Working
14,M,Varanasi,Street Food,Service,Uttar Pradesh,Young
41,F,Patna,Punjabi,Software Engineer,Bihar,Working
25,M,Rajauri,Street Food,Software Engineer,Jammu,Working
49,M,Rewari,Continental,MNC,Haryana,Working
18,F,Bareily,Italian,Service,Uttar Pradesh,Young
12,M,Nainital,Continental,Bank,Uttarakhand,Young
91,F,Manali,Continental,Government Job,Himachal Pradesh,Senior Citizen
45,F,Rewari,Mughlai,Bank,Haryana,Working
66,M,Una,Continental,Teacher,Himachal Pradesh,Senior Citizen
57,F,Dras,Punjabi,Bank,Jammu,Working
20,M,Rorkee,Street Food,Self Employed,Uttarakhand,Young
95,F,Patiala,Punjabi,Service,Punjab,Senior Citizen
21,M,Meerut,Thai,Government Job,Uttar Pradesh,Working
80,F,Gurgaon,North Indian,Service,Haryana,Senior Citizen
70,M,Pittorgarh,Italian,Teacher,Uttarakhand,Senior Citizen
86,F,Jalandhar,Mughlai,Business,Punjab,Senior Citizen
58,M,Kanpur,Street Food,MNC,Uttar Pradesh,Working
62,F,Rewari,Street Food,Driver,Haryana,Senior Citizen
75,M,Hisar,North Indian,Software Engineer,Haryana,Senior Citizen
50,F,Ludhiana,Street Food,Data Scientist,Punjab,Working
94,F,Patna,Thai,MNC,Bihar,Senior Citizen
95,M,Alwar,Thai,Teacher,Rajasthan,Senior Citizen
78,F,Abohar,Street Food,CA,Punjab,Senior Citizen
55,M,Chittorgarh,Punjabi,Service,Rajasthan,Working
92,F,Pittorgarh,Chinese,CA,Uttarakhand,Senior Citizen
32,F,Nainital,Punjabi,Service,Uttarakhand,Working
81,F,Una,Punjabi,CA,Himachal Pradesh,Senior Citizen
28,F,Khajjar,Italian,Service,Himachal Pradesh,Working
68,M,Kathua,Italian,Bank,Jammu,Senior Citizen
90,M,Udaipur,Chinese,Self Employed,Rajasthan,Senior Citizen
47,M,Nainital,Italian,Driver,Uttarakhand,Working
16,F,Jaisalmer,North Indian,Government Job,Rajasthan,Young
30,M,Dras,North Indian,MNC,Jammu,Working
62,M,Khajjar,Chinese,CA,Himachal Pradesh,Senior Citizen
62,M,Baramulla,Italian,Government Job,Jammu,Senior Citizen
72,M,Hisar,Chinese,Government Job,Haryana,Senior Citizen
42,M,Lucknow,Chinese,CA,Uttar Pradesh,Working
13,M,Bikaner,Thai,Data Scientist,Rajasthan,Young
4,F,Nainital,North Indian,CA,Uttarakhand,Young
1,F,Rishikesh,Continental,CA,Uttarakhand,Young
55,F,Jaisalmer,North Indian,Data Scientist,Rajasthan,Working
26,F,Jodhpur,Italian,CA,Rajasthan,Working
67,M,Lucknow,North Indian,Bank,Uttar Pradesh,Senior Citizen
31,M,Mussoorie,Mughlai,Software Engineer,Uttarakhand,Working
7,M,Hisar,Mughlai,Government Job,Haryana,Young
82,F,Dharamshala,Chinese,Service,Himachal Pradesh,Senior Citizen
83,M,Varanasi,North Indian,MNC,Uttar Pradesh,Senior Citizen
47,M,Ghaziabad,Punjabi,CA,Uttar Pradesh,Working
45,F,Lucknow,Chinese,CA,Uttar Pradesh,Working
96,M,Kathua,Continental,Software Engineer,Jammu,Senior Citizen
68,F,Rewari,North Indian,CA,Haryana,Senior Citizen
42,F,Muzzafarpur,Mughlai,Business,Bihar,Working
90,F,Nainital,Thai,CA,Uttarakhand,Senior Citizen
47,M,Pathankot,North Indian,Government Job,Punjab,Working
98,F,Kasauli,Continental,CA,Himachal Pradesh,Senior Citizen
6,F,Rajgir,Continental,Business,Bihar,Young
11,M,Rajgir,Street Food,Software Engineer,Bihar,Young
91,M,Alwar,North Indian,Bank,Rajasthan,Senior Citizen
57,M,Pittorgarh,Lebanese,Software Engineer,Uttarakhand,Working
13,F,Hisar,Street Food,Government Job,Haryana,Young
2,M,Alwar,Thai,Government Job,Rajasthan,Young
45,M,Bareily,Thai,MNC,Uttar Pradesh,Working
5,M,Rorkee,Chinese,Software Engineer,Uttarakhand,Young
97,F,Rishikesh,North Indian,Self Employed,Uttarakhand,Senior Citizen
35,M,Nainital,Mughlai,MNC,Uttarakhand,Working
50,M,Bhilwara,Thai,Service,Rajasthan,Working
74,M,Varanasi,North Indian,Data Scientist,Uttar Pradesh,Senior Citizen
93,F,Gulmarg,Mughlai,Business,Jammu,Senior Citizen
22,F,Rewari,Thai,Bank,Haryana,Working
21,F,Nainital,North Indian,Software Engineer,Uttarakhand,Working
80,F,Srinagar,Continental,Teacher,Jammu,Senior Citizen
61,F,Manali,Thai,MNC,Himachal Pradesh,Senior Citizen
53,F,Faridabad,Lebanese,Government Job,Haryana,Working
5,F,Rajgir,North Indian,Teacher,Bihar,Young
46,F,Noida,Thai,Business,Uttar Pradesh,Working
45,M,Chandigarh,Lebanese,MNC,Union Territory,Working
35,F,Udaipur,Thai,Driver,Rajasthan,Working
51,M,Leh,Mughlai,Government Job,Jammu,Working
5,M,Khajjar,Street Food,Teacher,Himachal Pradesh,Young
96,F,Ghaziabad,Street Food,Bank,Uttar Pradesh,Senior Citizen
26,M,Khannauj,Chinese,Bank,Uttar Pradesh,Working
99,M,Dalhousie,Street Food,Software Engineer,Himachal Pradesh,Senior Citizen
85,F,Amritsar,Punjabi,Self Employed,Punjab,Senior Citizen
53,M,Dras,Thai,CA,Jammu,Working
71,F,Dharamshala,North Indian,Government Job,Himachal Pradesh,Senior Citizen
62,M,Rishikesh,Chinese,Data Scientist,Uttarakhand,Senior Citizen
96,F,Bhilwara,Italian,Driver,Rajasthan,Senior Citizen
95,M,Chandigarh,Italian,Driver,Union Territory,Senior Citizen
52,M,Khajjar,North Indian,Government Job,Himachal Pradesh,Working
94,M,Khajjar,North Indian,Data Scientist,Himachal Pradesh,Senior Citizen
57,F,Faridabad,Street Food,Driver,Haryana,Working
48,F,Kanpur,Street Food,Data Scientist,Uttar Pradesh,Working
72,M,Jodhpur,Italian,Self Employed,Rajasthan,Senior Citizen
94,M,Rohtak,Mughlai,Bank,Haryana,Senior Citizen
26,M,Baramulla,Mughlai,Government Job,Jammu,Working
28,F,Mussoorie,Thai,Service,Uttarakhand,Working
24,F,Dharamshala,Continental,Teacher,Himachal Pradesh,Working
36,F,Rajgir,Punjabi,CA,Bihar,Working
20,F,Muzzafarpur,Italian,Driver,Bihar,Young
8,M,Faridkot,Punjabi,Government Job,Punjab,Young
22,F,Haridwar,Mughlai,Business,Uttarakhand,Working
45,F,Una,North Indian,Service,Himachal Pradesh,Working
40,F,Kanpur,Lebanese,MNC,Uttar Pradesh,Working
59,F,Noida,North Indian,Government Job,Uttar Pradesh,Working
75,M,Bodh Gaya,Street Food,CA,Bihar,Senior Citizen
21,M,Rajgir,Street Food,Government Job,Bihar,Working
33,F,Meerut,Continental,CA,Uttar Pradesh,Working
57,M,Bodh Gaya,Punjabi,MNC,Bihar,Working
22,F,Ludhiana,Continental,MNC,Punjab,Working
78,M,Ambala,Thai,Driver,Haryana,Senior Citizen
74,M,Dras,Thai,CA,Jammu,Senior Citizen
59,M,Ambala,North Indian,Bank,Haryana,Working
96,M,Hisar,Thai,Software Engineer,Haryana,Senior Citizen
87,M,Meerut,North Indian,Data Scientist,Uttar Pradesh,Senior Citizen
18,M,Buxar,Lebanese,CA,Bihar,Young
62,M,Buxar,Continental,Software Engineer,Bihar,Senior Citizen
43,M,Leh,Lebanese,MNC,Jammu,Working
97,M,Chittorgarh,North Indian,Teacher,Rajasthan,Senior Citizen
99,F,Gulmarg,Lebanese,Government Job,Jammu,Senior Citizen
5,F,Baramulla,Italian,Business,Jammu,Young
5,M,Baramulla,Italian,Business,Jammu,Young
72,M,Chandigarh,Lebanese,Service,Union Territory,Senior Citizen
54,F,Meerut,Street Food,CA,Uttar Pradesh,Working
96,M,Ludhiana,Lebanese,Self Employed,Punjab,Senior Citizen
13,F,Srinagar,Continental,Driver,Jammu,Young
90,M,Faridabad,Lebanese,MNC,Haryana,Senior Citizen
24,F,Udaipur,Italian,Data Scientist,Rajasthan,Working
5,M,Noida,Lebanese,Business,Uttar Pradesh,Young
53,F,Jaisalmer,Thai,Data Scientist,Rajasthan,Working
79,F,Ludhiana,Lebanese,MNC,Punjab,Senior Citizen
41,F,Pathankot,North Indian,Teacher,Punjab,Working
74,M,Ajmer,North Indian,Government Job,Rajasthan,Senior Citizen
78,M,Rewari,Lebanese,Bank,Haryana,Senior Citizen
63,M,Kasauli,Punjabi,Driver,Himachal Pradesh,Senior Citizen
61,F,Gurgaon,Chinese,Service,Haryana,Senior Citizen
88,M,Buxar,Mughlai,Government Job,Bihar,Senior Citizen
62,M,Chittorgarh,Lebanese,Data Scientist,Rajasthan,Senior Citizen
7,F,Pittorgarh,North Indian,Bank,Uttarakhand,Young
76,M,Kullu,Punjabi,Data Scientist,Himachal Pradesh,Senior Citizen
47,F,Faridabad,Chinese,Data Scientist,Haryana,Working
90,F,Amritsar,Italian,Bank,Punjab,Senior Citizen
96,M,Shimla,Mughlai,CA,Himachal Pradesh,Senior Citizen
35,F,Gulmarg,North Indian,MNC,Jammu,Working
51,F,Abohar,Mughlai,Driver,Punjab,Working
86,M,Rohtak,Punjabi,Self Employed,Haryana,Senior Citizen
26,M,Abohar,Street Food,Government Job,Punjab,Working
23,M,Ambala,Italian,Business,Haryana,Working
57,M,Nainital,Continental,Teacher,Uttarakhand,Working
36,F,Ajmer,Mughlai,Driver,Rajasthan,Working
50,M,Darbhanga,Street Food,Driver,Bihar,Working
83,F,Dras,Lebanese,MNC,Jammu,Senior Citizen
12,F,Patna,Punjabi,Service,Bihar,Young
90,F,Chittorgarh,Thai,Data Scientist,Rajasthan,Senior Citizen
80,F,Una,Lebanese,Business,Himachal Pradesh,Senior Citizen
72,F,Nainital,Thai,Business,Uttarakhand,Senior Citizen
34,F,Muzzafarpur,Punjabi,Government Job,Bihar,Working
16,F,Khannauj,North Indian,Data Scientist,Uttar Pradesh,Young
33,M,Noida,Punjabi,Data Scientist,Uttar Pradesh,Working
9,M,Meerut,Chinese,MNC,Uttar Pradesh,Young
68,F,Kullu,Mughlai,Business,Himachal Pradesh,Senior Citizen
68,M,Rishikesh,Continental,Service,Uttarakhand,Senior Citizen
38,F,Pathankot,Continental,Self Employed,Punjab,Working
95,M,Kasauli,Lebanese,Business,Himachal Pradesh,Senior Citizen
53,F,Chittorgarh,North Indian,Software Engineer,Rajasthan,Working
55,M,Pittorgarh,North Indian,Government Job,Uttarakhand,Working
20,M,Ambala,Chinese,Driver,Haryana,Young
33,F,Noida,North Indian,CA,Uttar Pradesh,Working
20,F,Varanasi,Continental,CA,Uttar Pradesh,Young
3,F,Dalhousie,Mughlai,CA,Himachal Pradesh,Young
66,F,Buxar,Italian,Teacher,Bihar,Senior Citizen
71,M,Bathinda,Italian,Driver,Punjab,Senior Citizen
34,M,Mussoorie,Chinese,Teacher,Uttarakhand,Working
24,F,Alwar,Continental,Self Employed,Rajasthan,Working
56,F,Pittorgarh,Continental,Self Employed,Uttarakhand,Working
19,F,Rajauri,Thai,Bank,Jammu,Young
81,M,Rohtak,Italian,Driver,Haryana,Senior Citizen
41,M,Rewari,Continental,Business,Haryana,Working
16,F,Ambala,Mughlai,Software Engineer,Haryana,Young
91,M,Lucknow,Lebanese,Driver,Uttar Pradesh,Senior Citizen
24,M,Shimla,Lebanese,MNC,Himachal Pradesh,Working
18,M,Dras,Punjabi,Self Employed,Jammu,Young
60,F,Dharamshala,Thai,CA,Himachal Pradesh,Working
98,M,Nainital,Thai,Service,Uttarakhand,Senior Citizen
63,F,Rorkee,Lebanese,Service,Uttarakhand,Senior Citizen
99,M,Bathinda,Thai,Business,Punjab,Senior Citizen
42,F,Rorkee,Thai,Software Engineer,Uttarakhand,Working
67,F,Nainital,Punjabi,Service,Uttarakhand,Senior Citizen
35,F,Kanpur,Italian,Software Engineer,Uttar Pradesh,Working
85,F,Jaisalmer,Thai,Service,Rajasthan,Senior Citizen
76,F,Jodhpur,Street Food,CA,Rajasthan,Senior Citizen
99,M,Jammu,Street Food,Data Scientist,Jammu,Senior Citizen
6,M,Gulmarg,Thai,Government Job,Jammu,Young
62,F,Kathua,North Indian,Government Job,Jammu,Senior Citizen
68,M,Rajgir,Thai,Driver,Bihar,Senior Citizen
13,M,Kargil,Thai,Service,Jammu,Young
18,M,Lucknow,North Indian,Service,Uttar Pradesh,Young
61,M,Khajjar,Continental,Government Job,Himachal Pradesh,Senior Citizen
13,M,Bareily,North Indian,Business,Uttar Pradesh,Young
63,F,Rorkee,Thai,Data Scientist,Uttarakhand,Senior Citizen
42,M,Patna,North Indian,Business,Bihar,Working
15,F,Gulmarg,Lebanese,Business,Jammu,Young
67,F,Dras,Lebanese,Self Employed,Jammu,Senior Citizen
7,M,Ajmer,Thai,Service,Rajasthan,Young
21,M,Darbhanga,Italian,Business,Bihar,Working
78,M,Khannauj,Continental,Bank,Uttar Pradesh,Senior Citizen
31,M,Nainital,Punjabi,Data Scientist,Uttarakhand,Working
14,F,Faridabad,Thai,Government Job,Haryana,Young
87,M,Jammu,Italian,Self Employed,Jammu,Senior Citizen
53,M,Kanpur,Punjabi,Business,Uttar Pradesh,Working
19,M,Rorkee,Chinese,Driver,Uttarakhand,Young
29,F,Amritsar,Italian,MNC,Punjab,Working
41,M,Ludhiana,Italian,Service,Punjab,Working
76,F,Una,Continental,Driver,Himachal Pradesh,Senior Citizen
26,F,Jaisalmer,Lebanese,Service,Rajasthan,Working
26,M,Shimla,Lebanese,Bank,Himachal Pradesh,Working
91,M,Jaipur,Continental,Driver,Rajasthan,Senior Citizen
67,F,Ludhiana,Lebanese,Government Job,Punjab,Senior Citizen
86,M,Udaipur,Continental,Business,Rajasthan,Senior Citizen
9,M,Haridwar,Lebanese,Data Scientist,Uttarakhand,Young
82,F,Shimla,Punjabi,MNC,Himachal Pradesh,Senior Citizen
37,F,Manali,Street Food,Software Engineer,Himachal Pradesh,Working
67,M,Abohar,Punjabi,Teacher,Punjab,Senior Citizen
86,M,Kullu,Continental,Data Scientist,Himachal Pradesh,Senior Citizen
33,M,Baramulla,Mughlai,Service,Jammu,Working
2,M,Srinagar,Thai,CA,Jammu,Young
82,F,Chandigarh,Continental,Government Job,Union Territory,Senior Citizen
16,F,Bikaner,Lebanese,Government Job,Rajasthan,Young
38,M,Ajmer,Mughlai,Data Scientist,Rajasthan,Working
52,F,Ambala,Street Food,Driver,Haryana,Working
74,M,Kargil,Mughlai,Self Employed,Jammu,Senior Citizen
72,F,Patiala,Chinese,MNC,Punjab,Senior Citizen
61,F,Patna,Mughlai,Driver,Bihar,Senior Citizen
1,F,Rohtak,North Indian,Government Job,Haryana,Young
22,F,Bathinda,Italian,Teacher,Punjab,Working
95,M,Mussoorie,North Indian,Government Job,Uttarakhand,Senior Citizen
55,M,Delhi,Mughlai,CA,Union Territory,Working
63,F,Haridwar,Italian,Teacher,Uttarakhand,Senior Citizen
85,F,Una,Chinese,Software Engineer,Himachal Pradesh,Senior Citizen
39,F,Ajmer,Punjabi,Driver,Rajasthan,Working
26,F,Hisar,Mughlai,Data Scientist,Haryana,Working
4,F,Srinagar,North Indian,Teacher,Jammu,Young
7,M,Rohtak,Italian,Bank,Haryana,Young
70,F,Ghaziabad,Thai,MNC,Uttar Pradesh,Senior Citizen
40,F,Bathinda,Continental,Self Employed,Punjab,Working
71,M,Gulmarg,Continental,Service,Jammu,Senior Citizen
79,F,Mussoorie,Continental,Driver,Uttarakhand,Senior Citizen
52,F,Mussoorie,Mughlai,Business,Uttarakhand,Working
62,F,Nainital,Continental,Self Employed,Uttarakhand,Senior Citizen
33,M,Bikaner,North Indian,Self Employed,Rajasthan,Working
1,M,Chittorgarh,Mughlai,Driver,Rajasthan,Young
29,M,Chandigarh,Thai,Self Employed,Union Territory,Working
70,F,Bhilwara,Punjabi,Service,Rajasthan,Senior Citizen
65,M,Patiala,Italian,Software Engineer,Punjab,Senior Citizen
93,F,Rewari,North Indian,CA,Haryana,Senior Citizen
57,M,Rajauri,Chinese,Teacher,Jammu,Working
27,M,Abohar,Continental,MNC,Punjab,Working
14,F,Bareily,Street Food,Bank,Uttar Pradesh,Young
14,M,Bareily,North Indian,Bank,Uttar Pradesh,Young
12,M,Amritsar,North Indian,MNC,Punjab,Young
95,F,Shimla,Punjabi,Teacher,Himachal Pradesh,Senior Citizen
25,F,Kanpur,Thai,Driver,Uttar Pradesh,Working
97,F,Rishikesh,Chinese,Teacher,Uttarakhand,Senior Citizen
26,F,Noida,Punjabi,Business,Uttar Pradesh,Working
39,M,Bodh Gaya,Thai,Bank,Bihar,Working
49,F,Dras,Continental,Government Job,Jammu,Working
69,F,Chandigarh,North Indian,Driver,Union Territory,Senior Citizen
34,F,Bodh Gaya,Continental,Service,Bihar,Working
33,M,Kanpur,Thai,Software Engineer,Uttar Pradesh,Working
30,F,Muzzafarpur,North Indian,Business,Bihar,Working
94,M,Kanpur,Chinese,CA,Uttar Pradesh,Senior Citizen
73,F,Ghaziabad,Thai,Government Job,Uttar Pradesh,Senior Citizen
55,F,Baramulla,Thai,Teacher,Jammu,Working
89,M,Jammu,North Indian,Self Employed,Jammu,Senior Citizen
3,F,Khannauj,Italian,Business,Uttar Pradesh,Young
32,F,Jalandhar,Italian,Government Job,Punjab,Working
3,M,Shimla,North Indian,Government Job,Himachal Pradesh,Young
8,M,Rohtak,North Indian,Software Engineer,Haryana,Young
67,F,Jaipur,Italian,Software Engineer,Rajasthan,Senior Citizen
64,M,Jaipur,Mughlai,CA,Rajasthan,Senior Citizen
33,F,Muzzafarpur,Lebanese,Bank,Bihar,Working
77,F,Haridwar,Street Food,Teacher,Uttarakhand,Senior Citizen
54,F,Rohtak,Italian,Driver,Haryana,Working
29,M,Pittorgarh,Italian,CA,Uttarakhand,Working
56,F,Gulmarg,Lebanese,MNC,Jammu,Working
73,F,Kargil,Street Food,Business,Jammu,Senior Citizen
83,M,Faridkot,Continental,Service,Punjab,Senior Citizen
83,F,Nainital,Continental,Business,Uttarakhand,Senior Citizen
13,M,Chittorgarh,Italian,Bank,Rajasthan,Young
34,F,Varanasi,Italian,Business,Uttar Pradesh,Working
54,M,Leh,Italian,Teacher,Jammu,Working
12,F,Bodh Gaya,Punjabi,Bank,Bihar,Young
44,M,Khajjar,North Indian,CA,Himachal Pradesh,Working
5,F,Haridwar,North Indian,CA,Uttarakhand,Young
6,F,Jaisalmer,Continental,Teacher,Rajasthan,Young
83,M,Leh,North Indian,Teacher,Jammu,Senior Citizen
78,M,Srinagar,Mughlai,Software Engineer,Jammu,Senior Citizen
26,M,Dras,Italian,Government Job,Jammu,Working
59,F,Mussoorie,North Indian,Bank,Uttarakhand,Working
32,F,Una,Lebanese,Data Scientist,Himachal Pradesh,Working
46,F,Amritsar,North Indian,Business,Punjab,Working
98,M,Jaisalmer,Lebanese,CA,Rajasthan,Senior Citizen
41,M,Bhilwara,Mughlai,CA,Rajasthan,Working
92,M,Dalhousie,Thai,Self Employed,Himachal Pradesh,Senior Citizen
19,F,Pathankot,Thai,Data Scientist,Punjab,Young
77,M,Rewari,Thai,Teacher,Haryana,Senior Citizen
37,M,Patiala,North Indian,Data Scientist,Punjab,Working
87,F,Dharamshala,Continental,Data Scientist,Himachal Pradesh,Senior Citizen
38,M,Faridkot,Mughlai,Business,Punjab,Working
98,M,Bikaner,Italian,Driver,Rajasthan,Senior Citizen
68,F,Bathinda,North Indian,Bank,Punjab,Senior Citizen
24,M,Patna,Italian,Data Scientist,Bihar,Working
10,F,Manali,Punjabi,MNC,Himachal Pradesh,Young
61,F,Manali,Italian,Business,Himachal Pradesh,Senior Citizen
28,F,Abohar,Thai,Self Employed,Punjab,Working
79,M,Shimla,Italian,MNC,Himachal Pradesh,Senior Citizen
67,M,Jaisalmer,Lebanese,Business,Rajasthan,Senior Citizen
38,F,Alwar,Thai,CA,Rajasthan,Working
50,F,Jodhpur,Lebanese,CA,Rajasthan,Working
54,F,Chandigarh,North Indian,Teacher,Union Territory,Working
99,F,Muzzafarpur,North Indian,Data Scientist,Bihar,Senior Citizen
21,F,Rohtak,Punjabi,Bank,Haryana,Working
71,M,Haridwar,Chinese,Service,Uttarakhand,Senior Citizen
43,M,Bikaner,Lebanese,Software Engineer,Rajasthan,Working
35,M,Jaipur,Italian,Bank,Rajasthan,Working
62,F,Muzzafarpur,Thai,Data Scientist,Bihar,Senior Citizen
60,M,Gulmarg,Continental,Teacher,Jammu,Working
72,M,Ghaziabad,Punjabi,Business,Uttar Pradesh,Senior Citizen
73,M,Khannauj,Italian,Government Job,Uttar Pradesh,Senior Citizen
88,F,Rorkee,Mughlai,Software Engineer,Uttarakhand,Senior Citizen
90,M,Nainital,Mughlai,Driver,Uttarakhand,Senior Citizen
59,F,Bhilwara,Mughlai,Business,Rajasthan,Working
90,F,Shimla,Street Food,Driver,Himachal Pradesh,Senior Citizen
67,M,Gurgaon,Chinese,Software Engineer,Haryana,Senior Citizen
99,F,Faridkot,Punjabi,Service,Punjab,Senior Citizen
95,F,Varanasi,Mughlai,Driver,Uttar Pradesh,Senior Citizen
73,F,Kanpur,Chinese,Service,Uttar Pradesh,Senior Citizen
65,F,Kathua,Street Food,Software Engineer,Jammu,Senior Citizen
7,F,Dharamshala,North Indian,MNC,Himachal Pradesh,Young
39,F,Rohtak,North Indian,MNC,Haryana,Working
89,M,Bodh Gaya,North Indian,Self Employed,Bihar,Senior Citizen
64,F,Khannauj,Thai,Business,Uttar Pradesh,Senior Citizen
69,M,Haridwar,Thai,Service,Uttarakhand,Senior Citizen
64,F,Faridkot,Thai,Service,Punjab,Senior Citizen
36,M,Chandigarh,Continental,CA,Union Territory,Working
12,F,Bareily,Street Food,Service,Uttar Pradesh,Young
54,F,Pittorgarh,Street Food,MNC,Uttarakhand,Working
62,F,Kullu,Punjabi,Teacher,Himachal Pradesh,Senior Citizen
39,F,Lucknow,Chinese,Business,Uttar Pradesh,Working
73,F,Shimla,Lebanese,MNC,Himachal Pradesh,Senior Citizen
33,F,Rajgir,Italian,Software Engineer,Bihar,Working
62,M,Faridabad,Thai,Teacher,Haryana,Senior Citizen
49,F,Ludhiana,Punjabi,Bank,Punjab,Working
2,M,Rajgir,Continental,CA,Bihar,Young
74,M,Ajmer,Street Food,Business,Rajasthan,Senior Citizen
23,M,Leh,Punjabi,Teacher,Jammu,Working
56,M,Kanpur,Mughlai,Government Job,Uttar Pradesh,Working
38,M,Kullu,Italian,Driver,Himachal Pradesh,Working
25,F,Baramulla,Chinese,Software Engineer,Jammu,Working
60,F,Gulmarg,Mughlai,Business,Jammu,Working
62,F,Agra,Italian,Bank,Uttar Pradesh,Senior Citizen
62,M,Muzzafarpur,Continental,Teacher,Bihar,Senior Citizen
74,M,Hisar,Street Food,Software Engineer,Haryana,Senior Citizen
68,M,Kanpur,Lebanese,Data Scientist,Uttar Pradesh,Senior Citizen
57,M,Rajauri,Lebanese,Bank,Jammu,Working
61,F,Abohar,Continental,Software Engineer,Punjab,Senior Citizen
